latitude,longitude
-33.54751470411373,-70.7208984358959
-33.45905167251635,-70.81447730626684
-33.5150258764186,-70.51690642215341
-33.61193686517181,-70.5765333086291
-33.496240397989105,-70.62595448541717
-33.46399919398847,-70.68341907606218
-33.35438404880159,-70.54952781853572
-33.56920408839442,-70.73529534398897
-33.4138251842266,-70.7382425572478
-33.50089898732079,-70.49600177683587
-33.36047907973581,-70.51596023771631
-33.61030643414346,-70.53369415721241
-33.33408452994859,-70.79562099853132
-33.44394748232441,-70.54746568093286
-33.57275764101206,-70.55906200927795
-33.55526565454291,-70.49046598893848
-33.43999491877464,-70.61361340285029
-33.58539023889116,-70.7795602509882
-33.433635896113046,-70.59007344969368
-33.473383314927325,-70.61205803457847
-33.35512931496635,-70.48156904103847
-33.451905955329046,-70.7157167992393
-33.48541471445798,-70.63650217682472
-33.50217575087462,-70.62808713590536
-33.395361380214695,-70.54378776132211
-33.61805488331026,-70.6526811408791
-33.373228793445776,-70.65022853850688
-33.60058457090758,-70.73429893079337
-33.54884622276943,-70.68520389876848
-33.61422367960865,-70.7631315902062
-33.59068836664317,-70.80968484097846
-33.44230494218145,-70.54101959699007
-33.52465088134898,-70.52816585484739
-33.53269823654484,-70.78686718273948
-33.55748675751104,-70.67719994864629
-33.322386151899224,-70.68701492956265
-33.49934058749694,-70.80791474491681
-33.57963588482511,-70.80496580264449
-33.463789299974145,-70.52575519346165
-33.631335884968635,-70.78416673963196
-33.55428471619103,-70.62514651273656
-33.589409687434724,-70.67905156901435
-33.41347682934431,-70.72865047357193
-33.48254803672737,-70.53412343028617
-33.637995540809825,-70.73813862411474
-33.40443283567849,-70.6998320297772
-33.398154033085184,-70.68935819577504
-33.41120078922175,-70.5981418745451
-33.325523200312766,-70.69020502591896
-33.45362034011755,-70.72858086569195
-33.64001715415743,-70.53898872205201
-33.41484607976624,-70.49278917330494
-33.62509848686992,-70.62851989699702
-33.60588472433026,-70.54758927723825
-33.48412506435982,-70.6513930493624
-33.52189504062582,-70.69041600998241
-33.54358886250791,-70.64543383647948
-33.46680559977091,-70.50686670177132
-33.511813443311084,-70.58821214914423
-33.42409680951386,-70.7647084218695
-33.39506025217711,-70.65238763598515
-33.541408629074695,-70.52266411874741
-33.48471949806458,-70.65607258766705
-33.579222181263894,-70.79638554525046
-33.51272996178593,-70.56637598591729
-33.38531883417961,-70.5434581493507
-33.49361871764282,-70.80061207236778
-33.53899261707596,-70.7561112489215
-33.60157377710263,-70.56714222423162
-33.30709987742801,-70.67726143965285
-33.50692290297395,-70.61532442056526
-33.62646498102957,-70.63123041742809
-33.335615915650656,-70.6715686832339
-33.560010846240004,-70.79862387258446
-33.41293989762261,-70.47721565477342
-33.31055623653751,-70.76503160642388
-33.556598958686045,-70.75975887516522
-33.33401568070227,-70.54774157089679
-33.442727985429556,-70.48704584569393
-33.3183363018218,-70.53715765291486
-33.337325574701495,-70.5355190686559
-33.42126897476923,-70.76595918895512
-33.5001793678841,-70.60685924587409
-33.495671869642806,-70.48488157528045
-33.635889673997575,-70.81104109985058
-33.55921193456377,-70.74043689633771
-33.324815405519644,-70.74682814234322
-33.57529886532489,-70.48759249471583
-33.443171926382206,-70.73077386273991
-33.55532987288468,-70.57319110965422
-33.317316213436065,-70.67797081940257
-33.48806820224304,-70.78532149957786
-33.609793736935224,-70.60309929360236
-33.53905863347048,-70.54660481489354
-33.31957341256755,-70.49796148710287
-33.497050835548315,-70.79304423937525
-33.38974310479483,-70.5453704722021
-33.53351181264569,-70.55479831002827
-33.59227370975939,-70.70850602026621
-33.61563320848746,-70.72410196524253
-33.484242027943274,-70.8125331506815
-33.462208185854045,-70.67265190795553
-33.550653550451486,-70.81553525335578
-33.410159755185,-70.5579775112936
-33.32726340826068,-70.56670413794546
-33.32062001002678,-70.73474911355964
-33.45647149719716,-70.73731865537387
-33.43408893201366,-70.6355385700395
-33.441892509336995,-70.71991441715292
-33.496254263657576,-70.48026693627828
-33.46878923303763,-70.570075791638
-33.58198061863801,-70.68692262741439
-33.60704734551234,-70.70334405906482
-33.3690909314881,-70.65654864297552
-33.46928823169092,-70.66070144393555
-33.389036442357096,-70.53795302228272
-33.568792900439185,-70.64717965983814
-33.461840530013646,-70.66711559304083
-33.6149318847953,-70.54654708558641
-33.437412510342945,-70.76707043593514
-33.62316300729037,-70.81586548397456
-33.38339822799494,-70.5839763920336
-33.57558685137791,-70.51346743838516
-33.58386869815741,-70.6770901727554
-33.59664470150961,-70.79902734654783
-33.54142992978483,-70.50200280113064
-33.442506301945635,-70.70407079383297
-33.49545571971656,-70.7828883126614
-33.40827558849757,-70.58741041927104
-33.43820110267318,-70.67373952180702
-33.35459470878416,-70.6530267476764
-33.32329320730361,-70.81577120141999
-33.54629220225329,-70.762986993521
-33.340615505101134,-70.66593870000048
-33.358276440068096,-70.49401539589897
-33.59272477430553,-70.82074261597977
-33.39932977494038,-70.64514262627384
-33.4398085460556,-70.81964858452487
-33.5251697548074,-70.81884275654392
-33.44102543781657,-70.6896959220293
-33.63850823393757,-70.63179232977478
-33.54005873607349,-70.50710404868417
-33.639013411072995,-70.73247417411964
-33.618400448533734,-70.77657458614507
-33.31186782965713,-70.77514481221161
-33.35747275270568,-70.60525963153236
-33.40080407696056,-70.49898942617104
-33.610562541677645,-70.6820439384601
-33.54425652445238,-70.74434688524144
-33.493676511149545,-70.638644285758
-33.382308172390736,-70.67200643733088
-33.309525610527146,-70.50884286869795
-33.41908568594667,-70.7570280683885
-33.62801924334719,-70.66660200333489
-33.49141648832973,-70.76436038080197
-33.348052272392685,-70.64981210114102
-33.62112733481297,-70.71910338555924
-33.41806257709378,-70.62943969565717
-33.37718742258765,-70.49919642831281
-33.57036673784187,-70.62408542892926
-33.544152614046915,-70.55356785435458
-33.30994456354667,-70.61411759571172
-33.62277866720304,-70.53707743578437
-33.63546718108654,-70.77846327004809
-33.41930100413769,-70.78006388766491
-33.57926488947753,-70.51071594003729
-33.43542572168797,-70.7066512926352
-33.35343921952902,-70.515707896477
-33.62504752126086,-70.50989147928908
-33.419086798569076,-70.8149778651886
-33.595588071909205,-70.74813580509787
-33.6047875538939,-70.6414140402644
-33.49773880772742,-70.65142876065951
-33.52667542227873,-70.79167720432046
-33.44385389934284,-70.7907958727367
-33.40350438541081,-70.7954783928951
-33.58859903614372,-70.68064536322423
-33.44412463487827,-70.54127177637929
-33.42016109509965,-70.5003637430948
-33.534771659709634,-70.58738726634077
-33.55773791292309,-70.66138514495546
-33.486685697072275,-70.50006474829549
-33.471090576296056,-70.6024702515372
-33.4521208880104,-70.52097988241081
-33.41221240017026,-70.72818145721462
-33.53237863424784,-70.7154314114104
-33.40297015670022,-70.69441254442617
-33.47152158323554,-70.47216603811168
-33.32730167665357,-70.61539403065144
-33.564033849558605,-70.60531261936514
-33.53184207283766,-70.56392400019075
-33.35932330853405,-70.69416483579334
-33.359019736391076,-70.7263322836054
-33.519995984834544,-70.79902716537416
-33.620387407910464,-70.49004979224557
-33.351493934949154,-70.646732027558
-33.48748395202222,-70.66191762398748
-33.569470211059624,-70.5322808808976
-33.52162179659076,-70.58216583251159
-33.44381188528148,-70.64752541751804
-33.463298332875105,-70.58074213676379
-33.36573298927523,-70.57520219214119
-33.41493207741268,-70.71225706604568
-33.50568372419387,-70.49876058915076
-33.58994298834222,-70.71411062153074
-33.384228878653715,-70.59955741328363
-33.35586177603411,-70.52240447444
-33.52410230143291,-70.5406184935708
-33.6393124851567,-70.74557742351787
-33.38970381860536,-70.57642809299136
-33.403100312251524,-70.68408733023034
-33.57460542652121,-70.54194700564409
-33.6075143777797,-70.79113528072571
-33.359162784097194,-70.73722473598848
-33.320078166494035,-70.74367594903771
-33.43287190603288,-70.61694407623322
-33.43136732143598,-70.49780078241191
-33.35771871045065,-70.64721612257685
-33.369016488422105,-70.7352802326461
-33.63889813752802,-70.73563247327301
-33.324856977160316,-70.48952996002794
-33.30193072074936,-70.76640661273521
-33.442299733878194,-70.77804855979278
-33.39820101904409,-70.59737948877219
-33.56448518559425,-70.58383679222266
-33.527044210654466,-70.73083448376491
-33.44288481202025,-70.63191691609384
-33.322975373715956,-70.57072323693504
-33.467235988344605,-70.75952695886079
-33.487712345509465,-70.70686883294229
-33.4242336063982,-70.59017224546548
-33.351037324589136,-70.72495694000204
-33.42540824920716,-70.80780002010015
-33.61272632674339,-70.71949928634929
-33.57501771812145,-70.7823142360186
-33.36128468793042,-70.67318592803976
-33.59231598682551,-70.5007914959789
-33.61441910344884,-70.66471206864331
-33.59075633381297,-70.79253522469914
-33.50393307468258,-70.68978616090938
-33.46047167133092,-70.53714583852754
-33.509481223205846,-70.61187777104611
-33.568600589366156,-70.55951869927071
-33.34290354915247,-70.71539454765339
-33.442428846819055,-70.71853806614568
-33.580404671267694,-70.694771967773
-33.33850557030744,-70.5206649168568
-33.517802810410345,-70.79009094829242
-33.61135079126048,-70.63672012496329
-33.6380767585569,-70.70715371328244
-33.388018562313945,-70.51924146404866
-33.544000309517926,-70.79270774718975
-33.43604131077794,-70.55150011361059
-33.44001051876927,-70.67692360168778
-33.50362387266259,-70.73780248327292
-33.59251768699312,-70.7921711750865
-33.41342180099319,-70.60378662148457
-33.45210734702288,-70.63935872795433
-33.40376834493168,-70.74621823369637
-33.41432531383874,-70.54373731728583
-33.604752890814886,-70.66767416952985
-33.40936978375943,-70.62412842225137
-33.50097398192797,-70.7035980572455
-33.32920850044691,-70.6694848057231
-33.38222839287229,-70.72972661628744
-33.394424743567505,-70.80222597492318
-33.45366907229085,-70.80742373981434
-33.42795633035582,-70.56749788134515
-33.45772307810013,-70.77504833903804
-33.60872873033476,-70.60496458381444
-33.46095194396131,-70.75375177977752
-33.61316444465325,-70.78344124315548
-33.38349586057137,-70.7738498662504
-33.32258704917353,-70.53773578731457
-33.63385377108233,-70.60516859983078
-33.415816357983395,-70.77591907750646
-33.538172566167695,-70.65364886920659
-33.50275887972592,-70.71168106104811
-33.44939867981162,-70.51127748030453
-33.472885701848874,-70.58545972477944
-33.587664202050036,-70.64991415100604
-33.448099471520145,-70.79045593305219
-33.41449955872897,-70.51301021375713
-33.63581434204774,-70.66401330976443
-33.50412583174645,-70.6878246930534
-33.438642047834776,-70.78427190829335
-33.49639300541955,-70.77275912437744
-33.46443911567854,-70.47304369105476
-33.3323665038376,-70.63836635707054
-33.44320121558348,-70.64482347116478
-33.30123594680987,-70.70031657637735
-33.4705621133646,-70.7320969414746
-33.360323679933,-70.7229798748442
-33.4390843493057,-70.64146940742219
-33.40670042498808,-70.72891489339901
-33.585059853204946,-70.66758156287834
-33.46088561267006,-70.68978166935841
-33.593537062289165,-70.60605105046058
-33.45121148675963,-70.7253582270825
-33.611550379213554,-70.73599956804546
-33.350778820737105,-70.60775336133936
-33.329018609155014,-70.58045277311925
-33.41715083275099,-70.66654571260548
-33.357865395661754,-70.75522262933876
-33.61223981621575,-70.72235688148402
-33.400930077683746,-70.81961278492423
-33.53734570005781,-70.6715349550103
-33.384115921872656,-70.54442640089665
-33.56945104167088,-70.61654207371603
-33.42487398770457,-70.76635201134941
-33.413557251830774,-70.75840075004164
-33.42710472596506,-70.80769471738311
-33.34827385677801,-70.61328377097536
-33.49797249572409,-70.60713717747876
-33.53469716910248,-70.47207023991805
-33.30994746982198,-70.52802243086211
-33.32735615529402,-70.56334090464378
-33.55935016107226,-70.6709646324544
-33.380235040637466,-70.72394419152762
-33.45058003296987,-70.47677273121738
-33.36289140893634,-70.5759478783218
-33.55691715790441,-70.77845518288919
-33.35331073145145,-70.6393986203288
-33.50457751008547,-70.4870000731441
-33.52042919720665,-70.54694815080362
-33.43422295379896,-70.65502801854495
-33.61431247133186,-70.53509649419333
-33.47397546733115,-70.6778583175366
-33.30699383735641,-70.81012110622851
-33.50126912156835,-70.53290962873203
-33.382250312518494,-70.67837188656087
-33.52369954260936,-70.57699083534155
-33.6264402628533,-70.47809496307164
-33.46531897118211,-70.5816235746827
-33.46163402273228,-70.71891196039797
-33.637911116447526,-70.63004013166446
-33.548680843497735,-70.48504054432523
-33.523197591394315,-70.67437790029571
-33.513841423126124,-70.81608776472501
-33.34676478441916,-70.70705523065625
-33.41668143514594,-70.80936356294083
-33.58346837584662,-70.66273232227041
-33.575229510162984,-70.57863629701258
-33.393815843036556,-70.72452928599904
-33.42596514252449,-70.61526030817699
-33.43056494739747,-70.81126263615714
-33.31123582098317,-70.79699878355731
-33.51350092185782,-70.80140228920094
-33.41552439649024,-70.50531243309828
-33.46177575559539,-70.80528472262073
-33.31296665813621,-70.58767357797345
-33.54189775925746,-70.58482410844658
-33.57528550352517,-70.55988958055717
-33.47614675453558,-70.79285363315238
-33.622966963580694,-70.54928896782639
-33.34947910419493,-70.73482201788782
-33.34620861052629,-70.66488491555765
-33.32715833912237,-70.64571009256201
-33.33494673525174,-70.56181921740611
-33.422705069492174,-70.8063226245226
-33.32404051996238,-70.81991049605493
-33.59165788560222,-70.7692790453783
-33.528450384408856,-70.60392211263176
-33.4151272897745,-70.72471659135954
-33.32610804425642,-70.4972716783251
-33.54416738391636,-70.73484607720273
-33.458621106567605,-70.68262836008391
-33.637705608488766,-70.74266848565779
-33.30026828891592,-70.7725044600671
-33.61011232210776,-70.68490024819582
-33.55987983460412,-70.55723890655125
-33.60814172039764,-70.62507222782416
-33.34902875191866,-70.72376329867721
-33.302017529850076,-70.47348991724621
-33.41022156617287,-70.69450525974426
-33.31609688505763,-70.63502511000958
-33.58417183235905,-70.72503837365576
-33.62304712621349,-70.77649270521013
-33.58345514939073,-70.69963811454576
-33.578289161227154,-70.57157663358925
-33.57457010612406,-70.47906354630547
-33.61612158586333,-70.62307361261558
-33.38782915758412,-70.70670887659165
-33.31293206232506,-70.77147917882017
-33.37325617530012,-70.47241927897527
-33.41466399837878,-70.63824815881856
-33.5566154346121,-70.77619481404473
-33.41625517626713,-70.75088050972272
-33.513836841847414,-70.52676612166931
-33.38510977056606,-70.47259234775585
-33.438156476417824,-70.63648583737296
-33.63194159282595,-70.55156970039317
-33.41188113841349,-70.7826374525949
-33.434798540603204,-70.79164791158695
-33.49786262856985,-70.75794835521701
-33.49503772352847,-70.58278535654156
-33.323968181734614,-70.68443799037402
-33.33036515836204,-70.48031982348965
-33.32162374580505,-70.75693840640858
-33.531433117419326,-70.73889147347391
-33.47064454159788,-70.48715978841983
-33.310431329267786,-70.73236464325198
-33.566802224823114,-70.8109927016477
-33.63714549126648,-70.69868073438208
-33.45454997868371,-70.72386758548082
-33.38601397015345,-70.67104193496115
-33.33640144233681,-70.69960598766575
-33.43722186353139,-70.57409067604311
-33.588455302762235,-70.81239688285486
-33.58558860670393,-70.5781056021826
-33.62090570073646,-70.61522150254451
-33.381751888612214,-70.65365921134045
-33.44708974567047,-70.70106087011885
-33.43291395917027,-70.7079793269471
-33.61937097359304,-70.77624438721283
-33.32484875867074,-70.4848538769886
-33.57109637658709,-70.6808254297666
-33.399291123362914,-70.47668977481426
-33.462844963602194,-70.68927854819978
-33.6185787968829,-70.5162766244154
-33.32550377283147,-70.74459130080515
-33.45799519383212,-70.67778500279098
-33.57982668185709,-70.80925840787614
-33.4286737323822,-70.75555391393722
-33.60919264852733,-70.75454025261831
-33.406587933686055,-70.81501590265687
-33.31205677439671,-70.49294193849745
-33.316776643709105,-70.67753622785892
-33.352137702124516,-70.58782450399325
-33.30434073381327,-70.7656565408327
-33.51846477317504,-70.48579802463058
-33.56308438237907,-70.51380896411999
-33.55935556355035,-70.56322588744425
-33.543089156994135,-70.75524300371357
-33.62642342536561,-70.49690539854518
-33.568199043834085,-70.58672270041829
-33.55483417230733,-70.67281827020294
-33.453127029107165,-70.59873535857147
-33.47080891310295,-70.5801368379271
-33.3014260522624,-70.71092443001214
-33.32790930159746,-70.73172369953984
-33.44397915505002,-70.75296570924739
-33.63825823081978,-70.81941059912944
-33.608629743088635,-70.48277723631878
-33.49961885300017,-70.56857103222067
-33.45535470860347,-70.63779143859259
-33.34573592537651,-70.75722794592241
-33.376221788318595,-70.7677320490212
-33.381358585179676,-70.732419863054
-33.561523235760944,-70.47435699226075
-33.5641857342707,-70.47414353074379
-33.56373823357069,-70.53496124622663
-33.63587569505143,-70.61033147776995
-33.55484717442503,-70.78218545286785
-33.5076642335152,-70.56341471845518
-33.45495994744101,-70.6168771440268
-33.364588534037814,-70.59662341373635
-33.38117121227355,-70.7674979561362
-33.51553329915807,-70.60673460901187
-33.339133094564055,-70.79560596117668
-33.640621684843836,-70.65958005768631
-33.3536478205991,-70.47532927928295
-33.4477810122137,-70.61655344939737
-33.42889180008835,-70.59431684757969
-33.37244157875013,-70.62720378466103
-33.49896817063037,-70.49049743496921
-33.5809103174105,-70.65840693742999
-33.35595115096353,-70.5182262628006
-33.56441207131935,-70.69079375177813
-33.54462098597621,-70.70776386684672
-33.45120468897196,-70.61862177668246
-33.35591712303475,-70.56198144682791
-33.61727307889892,-70.81106381411212
-33.43768830308691,-70.58212882960146
-33.59115142149567,-70.61052578905218
-33.55794305433981,-70.52232602752545
-33.349544254863524,-70.71626161702505
-33.527232104919804,-70.80403308120655
-33.63454016511908,-70.5380350400803
-33.51168769918435,-70.63101259683432
-33.37306752436424,-70.66383287874757
-33.49810190573555,-70.63170609895016
-33.61532787925746,-70.7430180243141
-33.32432708084721,-70.73096600118899
-33.62235417091334,-70.6340785801404
-33.3171238243978,-70.78238558921838
-33.629430425264054,-70.65573419518577
-33.381726517823616,-70.72381818237628
-33.60283439114761,-70.6776414835602
-33.49455670817616,-70.7984668455514
-33.45377334694582,-70.56430623080526
-33.523391502935006,-70.58188619965574
-33.594190191053606,-70.60684401438444
-33.422143328831524,-70.7080037856171
-33.33116369230766,-70.57294901589361
-33.47609747773186,-70.6309054121959
-33.429161607835034,-70.80763688832553
-33.42115934662957,-70.56135526456265
-33.59585030441927,-70.63821755303606
-33.475037326390094,-70.60762596360318
-33.4511428831058,-70.67909421566588
-33.572530938547324,-70.61808701005766
-33.3614847451692,-70.52899658438152
-33.36751986881249,-70.8138816416661
-33.333668432011294,-70.63100383840428
-33.46020852374497,-70.6395997751438
-33.39525498051941,-70.64602395702127
-33.38063771174322,-70.51961783782316
-33.61416156397988,-70.55928386648088
-33.53468638961473,-70.7754376023726
-33.41045982350877,-70.74250131985157
-33.45298568259005,-70.61207905950904
-33.49908593021947,-70.80875153072391
-33.477278102463075,-70.52366644619515
-33.57159117942713,-70.67663642151
-33.532938194225075,-70.54157165268734
-33.53203847367723,-70.65898102561306
-33.60336589032948,-70.80786086432985
-33.62530797289226,-70.75845783109894
-33.53080549624646,-70.63908569227823
-33.36906589572133,-70.77881233922574
-33.60836011632891,-70.57598045261904
-33.63871865334233,-70.56124758368627
-33.494588033175454,-70.74465571801498
-33.33837112532231,-70.6365230936224
-33.57078165244257,-70.57114068320377
-33.592464825931216,-70.70886890319478
-33.365851711158214,-70.74896801572505
-33.536978270519555,-70.5703971405776
-33.53203110735375,-70.48070630904493
-33.47346111503229,-70.52645010770001
-33.46258117164577,-70.64261937075379
-33.3998262350516,-70.58327590764033
-33.569064539345085,-70.76626261880818
-33.316273168588744,-70.69442709674756
-33.37184994383757,-70.71991982748334
-33.33443033914123,-70.6764875566499
-33.46556597879487,-70.53266597985818
-33.44946381908575,-70.60939364794015
-33.56000893861525,-70.56823192292612
-33.358414391892794,-70.5711667762589
-33.61086764152644,-70.49526448061118
-33.43685856185351,-70.73164424408962
-33.373234511014,-70.61997009661393
-33.63037120083779,-70.64667336606075
-33.317540875635046,-70.75898089484774
-33.5082690954547,-70.69069884453073
-33.485072575664006,-70.7245817805274
-33.47346615251085,-70.63405501253773
-33.474160725011416,-70.64740478871579
-33.44797749156639,-70.7836095672429
-33.46325563561835,-70.65156892928462
-33.53883210832104,-70.62780318675327
-33.5916697461477,-70.5526256168216
-33.57294913845944,-70.50352068930928
-33.50128573550082,-70.66815914001138
-33.49999437237693,-70.72811401842968
-33.52727323581128,-70.72342824170055
-33.31271231930472,-70.61462932803504
-33.53403532724341,-70.47151777628635
-33.418644808974484,-70.47449610816082
-33.62568142212549,-70.70531967312988
-33.387168001136985,-70.54115009094816
-33.56160159340606,-70.65966268880327
-33.48555953589182,-70.64453996871414
-33.61515078920519,-70.62198626076305
-33.425213368995294,-70.53751571318
-33.515192458678456,-70.48858672735545
-33.57102876817762,-70.53982402772067
-33.386317595060916,-70.60960773881594
-33.36972397713982,-70.73473839332699
-33.380169509529935,-70.69206009542661
-33.3271601400479,-70.71126540729684
-33.38063869999581,-70.6537163132884
-33.37974652193317,-70.6533116984256
-33.37604236502559,-70.63574160777247
-33.55532651914935,-70.62573209910155
-33.521449392681404,-70.76090575327568
-33.493145704860225,-70.49050635343538
-33.46912061538914,-70.81805975284922
-33.48885177098625,-70.77023930547143
-33.35706441993984,-70.7281946993638
-33.540734523741975,-70.6950505263723
-33.62553285778702,-70.54628941831345
-33.423926466990935,-70.79391517478606
-33.38048367345615,-70.6520345268349
-33.46485055036919,-70.58883155859542
-33.40314723484828,-70.66541856790252
-33.535151389881854,-70.6350025922603
-33.60205616037966,-70.72519891145086
-33.60521785835696,-70.81350777084404
-33.59143560871185,-70.67605225369915
-33.57498270524515,-70.77499416145902
-33.41068324379223,-70.65232633284117
-33.639690365046754,-70.68676745545153
-33.61020131589237,-70.723216181401
-33.345255863729875,-70.56436166936949
-33.54110532087009,-70.5150678124771
-33.30348479457858,-70.70967607267788
-33.36833676570469,-70.55242032238651
-33.57875089172161,-70.52765267267782
-33.473519606384926,-70.75277226880348
-33.56211912646593,-70.77779693723488
-33.40723355941326,-70.51667064974765
-33.32654832825413,-70.74016912307998
-33.55174681802647,-70.48848862519372
-33.4668028739033,-70.65360947517142
-33.444390635451896,-70.4920545562597
-33.47174071329626,-70.5139018864871
-33.59956010416461,-70.49817176609334
-33.469156890896535,-70.57869494144614
-33.31894090313984,-70.58948785333504
-33.48235357465894,-70.52785408283196
-33.513338168276746,-70.60809741752051
-33.40625070866991,-70.72657980394176
-33.42555331686677,-70.59395927731187
-33.33267717094758,-70.5676024620635
-33.36939874343891,-70.77842636193654
-33.511992287692216,-70.53206988058596
-33.54926652591445,-70.57541489257672
-33.61885381982908,-70.758646266087
-33.408917531505125,-70.64386336544469
-33.30934667865118,-70.54548478581148
-33.47529736577753,-70.5105230787482
-33.48176518276228,-70.50976032354245
-33.61553611915666,-70.56894231085954
-33.63449618233493,-70.6262970158735
-33.610259294733325,-70.64268010947252
-33.30859746704892,-70.76988151565074
-33.42269283286381,-70.76714946859799
-33.31692834940034,-70.77815061884661
-33.46216329680527,-70.80180289744453
-33.32170510669139,-70.61388430067632
-33.52879879430947,-70.67080186112378
-33.48743918708524,-70.7956005919681
-33.516951079928845,-70.5053181752333
-33.31543494959657,-70.65601144923214
-33.44264564106311,-70.60156720808878
-33.61642684205579,-70.47467761136907
-33.399677703354016,-70.79905745925329
-33.474778814163415,-70.56448939487005
-33.39930947041868,-70.50484574566323
-33.614200147131534,-70.77137219361371
-33.410528246827646,-70.51345174658296
-33.6058763171371,-70.64986704848161
-33.36836265826885,-70.54691044958743
-33.44212208250859,-70.65328438282965
-33.41698628306702,-70.78585850865952
-33.427551732866654,-70.56559071333153
-33.433966336722655,-70.52564657736507
-33.53106986470832,-70.60656652782842
-33.38873607638936,-70.63234855808247
-33.386771388874315,-70.55611492075256
-33.605949862675736,-70.74142828411914
-33.54309645440178,-70.4784818367661
-33.453823196281796,-70.6412806640414
-33.386066885070896,-70.71839238296802
-33.31517227607948,-70.81043576995904
-33.618867026829854,-70.76710645294686
-33.42416497262662,-70.68520157788657
-33.31824596045286,-70.64030685856982
-33.61591561899231,-70.53132162311988
-33.47152684208039,-70.59861092495848
-33.63101061637531,-70.79582678122252
-33.38122996768952,-70.48277923017383
-33.36334208701462,-70.80837122464386
-33.314629635960486,-70.50044935681213
-33.37163059718651,-70.79782879683997
-33.33877523947294,-70.75458909867734
-33.32576169030592,-70.51203744011347
-33.30887767524258,-70.56880665936876
-33.572453122626,-70.6461434965167
-33.4907940720844,-70.57713058274032
-33.51161811995822,-70.47224333384837
-33.35392818133652,-70.73570310970439
-33.5731807056954,-70.50486020314041
-33.53601097610981,-70.73224713645882
